0,0,0.10323,0,0,0,0,0.66774,0
0,0,0.012903,0,0,0,0,0.18065,0
0,0,0,0,0.0096774,0,0,0.054839,0
0,0,0,0,0,0,0.0064516,0,0.051613
0.0064516,0,0,0,0.019355,0,0.093548,0,0.16774
0.012903,0,0.79677,0,0.33871,0,0.17742,0.096774,0.21935
0.98065,1,0.087097,1,0.63226,1,0.72258,0,0.56129
