1.000000000000000000e+00,8.800000000000000000e+02,1.294200000000000000e+04,1.721500000000000000e+04,1.402000000000000000e+04
0.000000000000000000e+00,1.010000000000000000e+02,1.482000000000000000e+03,1.971000000000000000e+03,1.605000000000000000e+03
0.000000000000000000e+00,1.080000000000000000e+02,1.590000000000000000e+03,2.114000000000000000e+03,1.722000000000000000e+03
0.000000000000000000e+00,3.500000000000000000e+02,5.143000000000000000e+03,6.838000000000000000e+03,5.570000000000000000e+03
0.000000000000000000e+00,6.100000000000000000e+01,9.060000000000000000e+02,1.207000000000000000e+03,9.830000000000000000e+02
0.000000000000000000e+00,1.170000000000000000e+02,1.737000000000000000e+03,2.314000000000000000e+03,1.885000000000000000e+03
0.000000000000000000e+00,1.400000000000000000e+02,2.073000000000000000e+03,2.759000000000000000e+03,2.248000000000000000e+03
0.000000000000000000e+00,5.600000000000000000e+01,8.340000000000000000e+02,1.110000000000000000e+03,9.040000000000000000e+02
1.000000000000000000e+00,6.460000000000000000e+02,9.553000000000000000e+03,1.271700000000000000e+04,1.036200000000000000e+04
0.000000000000000000e+00,6.100000000000000000e+01,8.980000000000000000e+02,1.195000000000000000e+03,9.740000000000000000e+02
0.000000000000000000e+00,1.080000000000000000e+02,1.592000000000000000e+03,2.119000000000000000e+03,1.727000000000000000e+03
0.000000000000000000e+00,7.600000000000000000e+01,1.118000000000000000e+03,1.487000000000000000e+03,1.212000000000000000e+03
0.000000000000000000e+00,2.060000000000000000e+02,3.030000000000000000e+03,4.030000000000000000e+03,3.283000000000000000e+03
0.000000000000000000e+00,4.480000000000000000e+02,6.580000000000000000e+03,8.749000000000000000e+03,7.127000000000000000e+03
0.000000000000000000e+00,1.450000000000000000e+02,2.129000000000000000e+03,2.829000000000000000e+03,2.304000000000000000e+03
0.000000000000000000e+00,2.700000000000000000e+01,3.920000000000000000e+02,5.200000000000000000e+02,4.240000000000000000e+02
0.000000000000000000e+00,3.480000000000000000e+02,5.080000000000000000e+03,6.745000000000000000e+03,5.492000000000000000e+03
0.000000000000000000e+00,4.820000000000000000e+02,7.026000000000000000e+03,9.325000000000000000e+03,7.593000000000000000e+03
0.000000000000000000e+00,5.500000000000000000e+01,8.020000000000000000e+02,1.063000000000000000e+03,8.660000000000000000e+02
0.000000000000000000e+00,1.740000000000000000e+02,2.532000000000000000e+03,3.358000000000000000e+03,2.733000000000000000e+03
0.000000000000000000e+00,3.860000000000000000e+02,5.601000000000000000e+03,7.425000000000000000e+03,6.043000000000000000e+03
1.000000000000000000e+00,9.070000000000000000e+02,1.314000000000000000e+04,1.741500000000000000e+04,1.417200000000000000e+04
