4.782351273705424319e+03,3.463789686356068705e+04,3.052620897576605421e+04,1.468253691383120895e+04,8.552658525722625200e+03
3.172647086766753546e+03,1.445954836323983182e+04,3.346127055839663080e+04,1.789636708598903351e+04,9.563074060954468223e+03
4.449585083373074667e+03,3.835026005095009168e+04,3.756956064800715103e+04,1.454780446855505033e+04,8.593167608685011146e+03
2.556550441998779661e+03,2.396164564459037865e+04,2.464860152832392487e+04,1.593446398324463917e+04,8.859442150910061173e+03
3.130864361546074178e+03,2.231183045868255067e+04,2.809967873471522034e+04,1.513793152780501987e+04,8.542531862118614299e+03
3.487741473369892446e+03,2.657170330240305339e+04,3.615352634942781879e+04,1.789426005646001795e+04,9.237281149997521425e+03
3.604683101940325287e+03,3.948213309379564453e+04,4.613673120492383168e+04,1.924095839983614860e+04,9.929717959740552033e+03
4.474234417358014980e+03,3.659733694996739359e+04,3.472698795995319233e+04,1.595736119337792479e+04,9.389534359591403700e+03
3.158046301293023134e+03,2.370212758422331171e+04,2.393596374190001370e+04,1.368825835264076341e+04,9.556090077269174799e+03
7.188349033285155201e+03,5.132361753121841321e+04,4.881455428858946834e+04,2.031966125412037945e+04,8.386197988093304957e+03
4.694304292245978104e+03,2.429606492054407863e+04,2.163730679316484748e+04,1.122968119205588300e+04,9.153654853087688025e+03
5.712831181287870095e+03,4.122938457051324804e+04,4.739115596905542043e+04,2.386191386793870697e+04,9.848531003414533188e+03
5.394348871506877913e+03,3.695646783243378013e+04,3.565180230932694394e+04,1.367543796516755356e+04,8.438374636627173459e+03
6.260070923852180385e+03,4.667985284815884370e+04,4.474505051772530715e+04,2.064865987781788499e+04,1.001377458694405323e+04
5.312157351141317122e+03,3.684823801096915849e+04,3.157934379664020526e+04,1.185990767933279676e+04,8.438521836299289134e+03
3.834008592698395660e+03,2.542630147267377470e+04,2.231812088230567679e+04,1.441903726679603824e+04,8.427321838180330815e+03
6.409535942950935350e+03,4.659694308958982583e+04,4.736428318134123401e+04,2.405677617691286650e+04,1.089807706523747402e+04
5.421402739824581658e+03,3.395063548698795057e+04,2.931688036259124783e+04,9.301685012557796654e+03,7.633105189706774581e+03
3.538368182631883428e+03,2.227380258861947368e+04,2.240126873006765163e+04,1.434290956625431681e+04,9.253038331767260388e+03
2.921615897802162635e+03,2.248733913002215195e+04,2.631738730849077183e+04,1.731714874307477294e+04,9.375985877905191956e+03
5.124909263080883647e+03,4.004844437025875959e+04,4.335017260445446300e+04,2.109437840757299637e+04,9.868566334744686174e+03
5.376620138082403173e+03,3.696223425240031793e+04,3.870991018238779361e+04,1.889674748751566221e+04,9.666418707472903407e+03
5.642169184017523548e+03,4.285036834566349717e+04,4.984057003345572593e+04,1.773946302661863228e+04,8.939060982829043496e+03
